20230507093641622437,0000000000,-364946,-332762,-265851,-598614,0
20230507093641640718,0000000001,-365006,-332859,-265900,-598602,0
20230507093641659000,0000000002,-365029,-332966,-265957,-598612,0
20230507093641677281,0000000003,-365018,-333017,-265986,-598535,0
20230507093641695563,0000000004,-364980,-333049,-266045,-598589,0
20230507093641713844,0000000005,-364967,-333037,-266065,-598599,0
20230507093641732126,0000000006,-364881,-333045,-266071,-598632,0
20230507093641750407,0000000007,-364869,-333055,-266116,-598567,0
20230507093641768689,0000000008,-364851,-332998,-266037,-598633,0
20230507093641786970,0000000009,-364733,-332900,-265969,-598627,0
20230507093641805252,0000000010,-364713,-332799,-265970,-598601,0
20230507093641823533,0000000011,-364597,-332649,-265792,-598550,0
20230507093641841815,0000000012,-364494,-332626,-265795,-598627,0
20230507093641860096,0000000013,-364444,-332506,-265614,-598579,0
20230507093641878378,0000000014,-364311,-332390,-265515,-598584,0
20230507093641896660,0000000015,-364177,-332206,-265411,-598595,0
20230507093641914941,0000000016,-364117,-332084,-265360,-598638,0
20230507093641933223,0000000017,-363978,-331997,-265188,-598607,0
20230507093641951504,0000000018,-363908,-331886,-265124,-598621,0
20230507093641969786,0000000019,-363986,-331934,-265133,-598615,0
20230507093641988067,0000000020,-364140,-332114,-265260,-598662,0
20230507093642006349,0000000021,-364270,-332224,-265480,-598621,0
20230507093642024630,0000000022,-364460,-332472,-265730,-598566,0
20230507093642042912,0000000023,-364637,-332698,-266014,-598573,0
20230507093642061193,0000000024,-364845,-332926,-266377,-598630,0
20230507093642079475,0000000025,-364961,-332968,-266487,-598558,0
20230507093642097756,0000000026,-365132,-333177,-266746,-598648,0
20230507093642116038,0000000027,-365159,-333257,-266903,-598627,0
20230507093642134320,0000000028,-365279,-333366,-267042,-598632,0
20230507093642152601,0000000029,-365363,-333385,-267130,-598625,0
20230507093642170883,0000000030,-365363,-333407,-267211,-598569,0
20230507093642189164,0000000031,-365405,-333368,-267245,-598558,0
20230507093642207446,0000000032,-365416,-333385,-267267,-598595,0
20230507093642225727,0000000033,-365518,-333486,-267382,-598650,0
20230507093642244009,0000000034,-365539,-333502,-267402,-598644,0
20230507093642262290,0000000035,-365589,-333546,-267497,-598650,0
20230507093642280572,0000000036,-365631,-333562,-267561,-598613,0
20230507093642298853,0000000037,-365644,-333635,-267600,-598650,0
20230507093642317135,0000000038,-365623,-333593,-267550,-598607,0
20230507093642335416,0000000039,-365601,-333484,-267523,-598582,0
20230507093642353698,0000000040,-365677,-333495,-267522,-598612,0
20230507093642371979,0000000041,-365604,-333343,-267478,-598581,0
20230507093642390261,0000000042,-365580,-333251,-267410,-598615,0
20230507093642404837,0000000043,-365509,-333139,-267340,-598580,0
20230507093642423119,0000000044,-365588,-333151,-267334,-598603,0
20230507093642441400,0000000045,-365493,-333085,-267219,-598565,0
20230507093642459682,0000000046,-365443,-333052,-267097,-598555,0
20230507093642477963,0000000047,-365409,-332957,-267053,-598617,0
20230507093642496245,0000000048,-365315,-332828,-266911,-598623,0
20230507093642514526,0000000049,-365256,-332741,-266781,-598611,0
20230507093642532808,0000000050,-365118,-332622,-266614,-598631,0
20230507093642551089,0000000051,-365127,-332637,-266675,-598638,0
20230507093642569371,0000000052,-365182,-332721,-266712,-598618,0
20230507093642587652,0000000053,-365418,-332910,-266911,-598587,0
20230507093642605934,0000000054,-365644,-333152,-267193,-598629,0
20230507093642624215,0000000055,-365740,-333282,-267435,-598545,0
20230507093642642497,0000000056,-366016,-333593,-267801,-598598,0
20230507093642660779,0000000057,-366220,-333862,-268104,-598590,0
20230507093642679060,0000000058,-366376,-333970,-268388,-598575,0
20230507093642697342,0000000059,-366480,-334066,-268609,-598580,0
20230507093642715623,0000000060,-366613,-334143,-268789,-598592,0
20230507093642733905,0000000061,-366605,-334246,-268886,-598591,0
20230507093642752186,0000000062,-366679,-334314,-268987,-598558,0
20230507093642770468,0000000063,-366752,-334406,-269156,-598539,0
20230507093642788749,0000000064,-366796,-334413,-269236,-598544,0
20230507093642807031,0000000065,-366838,-334434,-269302,-598582,0
20230507093642825312,0000000066,-366823,-334347,-269330,-598591,0
20230507093642843594,0000000067,-366874,-334428,-269380,-598594,0
20230507093642861875,0000000068,-366916,-334513,-269446,-598612,0
20230507093642880157,0000000069,-366869,-334487,-269430,-598565,0
20230507093642898439,0000000070,-366892,-334548,-269454,-598619,0
20230507093642916720,0000000071,-366877,-334572,-269523,-598587,0
20230507093642935002,0000000072,-366810,-334622,-269530,-598607,0
20230507093642953283,0000000073,-366784,-334558,-269474,-598658,0
20230507093642971565,0000000074,-366673,-334501,-269443,-598644,0
20230507093642989846,0000000075,-366665,-334500,-269363,-598640,0
20230507093643008128,0000000076,-366609,-334448,-269298,-598658,0
20230507093643026409,0000000077,-366529,-334403,-269165,-598575,0
20230507093643044691,0000000078,-366420,-334360,-269150,-598600,0
20230507093643062972,0000000079,-366387,-334181,-269000,-598652,0
20230507093643081254,0000000080,-366246,-334038,-268818,-598558,0
20230507093643099535,0000000081,-366130,-333934,-268725,-598644,0
20230507093643117817,0000000082,-366003,-333813,-268608,-598615,0
20230507093643136098,0000000083,-365903,-333705,-268419,-598596,0
20230507093643154380,0000000084,-365801,-333579,-268334,-598600,0
20230507093643168956,0000000085,-365806,-333646,-268265,-598668,0
20230507093643187238,0000000086,-365812,-333721,-268364,-598642,0
20230507093643205519,0000000087,-365841,-333861,-268536,-598604,0
20230507093643223801,0000000088,-366040,-334106,-268836,-598635,0
20230507093643242082,0000000089,-366240,-334311,-269125,-598668,0
20230507093643260364,0000000090,-366328,-334433,-269407,-598559,0
20230507093643278645,0000000091,-366564,-334627,-269656,-598625,0
20230507093643296927,0000000092,-366710,-334732,-269829,-598645,0
20230507093643315208,0000000093,-366740,-334729,-269977,-598599,0
20230507093643333490,0000000094,-366878,-334778,-270108,-598619,0
20230507093643351771,0000000095,-366969,-334791,-270258,-598598,0
20230507093643370053,0000000096,-367032,-334894,-270278,-598624,0
20230507093643388334,0000000097,-367072,-334859,-270373,-598594,0
20230507093643406616,0000000098,-367069,-334830,-270383,-598608,0
20230507093643424898,0000000099,-367136,-334803,-270460,-598616,0
20230507093643443179,0000000100,-367182,-334772,-270456,-598645,0
20230507093643461461,0000000101,-367181,-334766,-270465,-598526,0
20230507093643479742,0000000102,-367243,-334675,-270482,-598587,0
20230507093643498024,0000000103,-367321,-334618,-270522,-598643,0
20230507093643516305,0000000104,-367265,-334486,-270509,-598628,0
20230507093643534587,0000000105,-367251,-334434,-270436,-598618,0
20230507093643552868,0000000106,-367220,-334448,-270455,-598610,0
20230507093643571150,0000000107,-367146,-334315,-270367,-598579,0
20230507093643589431,0000000108,-367073,-334196,-270261,-598577,0
20230507093643607713,0000000109,-367080,-334027,-270217,-598590,0
20230507093643625994,0000000110,-367066,-333978,-270183,-598613,0
20230507093643644276,0000000111,-366972,-333928,-270048,-598600,0
20230507093643662558,0000000112,-366895,-333869,-269996,-598633,0
20230507093643680839,0000000113,-366826,-333716,-269881,-598579,0
20230507093643699121,0000000114,-366755,-333567,-269781,-598601,0
20230507093643717402,0000000115,-366681,-333435,-269648,-598603,0
20230507093643735684,0000000116,-366532,-333284,-269513,-598574,0
20230507093643753965,0000000117,-366467,-333230,-269326,-598623,0
20230507093643772247,0000000118,-366387,-333143,-269258,-598651,0
20230507093643790528,0000000119,-366273,-332918,-269016,-598620,0
20230507093643808810,0000000120,-366152,-332877,-268951,-598592,0
20230507093643827091,0000000121,-366160,-332948,-269021,-598648,0
20230507093643845373,0000000122,-366241,-333049,-269158,-598610,0
20230507093643863654,0000000123,-366424,-333224,-269363,-598597,0
20230507093643881936,0000000124,-366530,-333380,-269563,-598587,0
20230507093643900217,0000000125,-366712,-333478,-269801,-598570,0
20230507093643918499,0000000126,-366740,-333515,-269966,-598565,0
20230507093643932899,0000000127,-366858,-333634,-270110,-598596,0
20230507093643951181,0000000128,-366951,-333681,-270218,-598624,0
20230507093643969462,0000000129,-366891,-333629,-270263,-598594,0
20230507093643987744,0000000130,-366947,-333691,-270359,-598629,0
20230507093644006025,0000000131,-366950,-333708,-270344,-598620,0
20230507093644024307,0000000132,-366941,-333618,-270358,-598631,0
20230507093644042588,0000000133,-366969,-333560,-270385,-598618,0
20230507093644060870,0000000134,-366874,-333542,-270335,-598579,0
20230507093644079151,0000000135,-366849,-333582,-270362,-598597,0
20230507093644097433,0000000136,-366910,-333605,-270384,-598648,0
20230507093644115714,0000000137,-366805,-333645,-270321,-598607,0
20230507093644133996,0000000138,-366773,-333638,-270336,-598659,0
