20230429115029634417,0000000000,11,0
20230429115029642109,0000000001,0,0
20230429115029649801,0000000002,-28,0
20230429115029657494,0000000003,-80,0
20230429115029665186,0000000004,-127,0
20230429115029672878,0000000005,-165,0
20230429115029680571,0000000006,-201,0
20230429115029688263,0000000007,-222,0
20230429115029695955,0000000008,-239,0
20230429115029703648,0000000009,-262,0
20230429115029711340,0000000010,-277,0
20230429115029719032,0000000011,-253,0
20230429115029726725,0000000012,-229,0
20230429115029734417,0000000013,-248,0
20230429115029742109,0000000014,-248,0
20230429115029749801,0000000015,-234,0
20230429115029757494,0000000016,-251,0
20230429115029765186,0000000017,-251,0
20230429115029772878,0000000018,-243,0
20230429115029780571,0000000019,-246,0
20230429115029788263,0000000020,-229,0
20230429115029795955,0000000021,-189,0
20230429115029803648,0000000022,-153,0
20230429115029811340,0000000023,-137,0
20230429115029819032,0000000024,-153,0
20230429115029826725,0000000025,-172,0
20230429115029834417,0000000026,-172,0
20230429115029842109,0000000027,-175,0
20230429115029849801,0000000028,-179,0
20230429115029857494,0000000029,-165,0
20230429115029865186,0000000030,-153,0
20230429115029872878,0000000031,-165,0
20230429115029880571,0000000032,-165,0
20230429115029888263,0000000033,-161,0
20230429115029895955,0000000034,-130,0
20230429115029903648,0000000035,165,0
20230429115029911340,0000000036,760,0
20230429115029919032,0000000037,1039,0
20230429115029926725,0000000038,468,0
20230429115029934417,0000000039,-293,0
20230429115029942109,0000000040,-341,0
20230429115029949801,0000000041,-125,0
20230429115029957494,0000000042,-191,0
20230429115029965186,0000000043,-232,0
20230429115029972878,0000000044,-158,0
20230429115029980571,0000000045,-165,0
20230429115029988263,0000000046,-198,0
20230429115029995955,0000000047,-177,0
20230429115030003648,0000000048,-163,0
20230429115030011340,0000000049,-161,0
20230429115030019032,0000000050,-134,0
20230429115030026725,0000000051,-111,0
20230429115030034417,0000000052,-101,0
20230429115030042109,0000000053,-89,0
20230429115030049801,0000000054,-66,0
20230429115030057494,0000000055,-47,0
20230429115030065186,0000000056,-47,0
20230429115030072878,0000000057,-66,0
20230429115030080571,0000000058,-66,0
20230429115030088263,0000000059,-18,0
20230429115030095955,0000000060,21,0
20230429115030103648,0000000061,21,0
20230429115030111340,0000000062,14,0
20230429115030119032,0000000063,23,0
20230429115030126725,0000000064,26,0
20230429115030134417,0000000065,11,0
20230429115030142109,0000000066,7,0
20230429115030149801,0000000067,14,0
20230429115030157494,0000000068,9,0
20230429115030165186,0000000069,-7,0
20230429115030172878,0000000070,-33,0
20230429115030180571,0000000071,-85,0
20230429115030188263,0000000072,-139,0
20230429115030196426,0000000073,-177,0
20230429115030204118,0000000074,-213,0
20230429115030211810,0000000075,-246,0
20230429115030219503,0000000076,-265,0
20230429115030227195,0000000077,-279,0
20230429115030234887,0000000078,-288,0
20230429115030242580,0000000079,-281,0
20230429115030250272,0000000080,-277,0
20230429115030257964,0000000081,-267,0
20230429115030265657,0000000082,-243,0
20230429115030273349,0000000083,-224,0
20230429115030281041,0000000084,-246,0
20230429115030288734,0000000085,-293,0
20230429115030296426,0000000086,-303,0
20230429115030304118,0000000087,-286,0
20230429115030311810,0000000088,-286,0
20230429115030319503,0000000089,-262,0
20230429115030327195,0000000090,-213,0
20230429115030334887,0000000091,-201,0
20230429115030342580,0000000092,-215,0
20230429115030350272,0000000093,-227,0
20230429115030357964,0000000094,-234,0
20230429115030365657,0000000095,-246,0
20230429115030373349,0000000096,-255,0
20230429115030381041,0000000097,-251,0
20230429115030388734,0000000098,-241,0
20230429115030396426,0000000099,-239,0
20230429115030404118,0000000100,-227,0
20230429115030411810,0000000101,-220,0
20230429115030419503,0000000102,-232,0
20230429115030427195,0000000103,-89,0
20230429115030434887,0000000104,412,0
20230429115030442580,0000000105,914,0
20230429115030450272,0000000106,698,0
20230429115030457964,0000000107,-127,0
20230429115030465657,0000000108,-525,0
20230429115030473349,0000000109,-277,0
20230429115030481041,0000000110,-179,0
20230429115030488734,0000000111,-300,0
20230429115030496426,0000000112,-251,0
20230429115030504118,0000000113,-182,0
20230429115030511810,0000000114,-215,0
20230429115030519503,0000000115,-215,0
