20230408181521977016,0000000000,-36
20230408181521984708,0000000001,-38
20230408181521992400,0000000002,-21
20230408181522000093,0000000003,-2
20230408181522007785,0000000004,-14
20230408181522015477,0000000005,-9
20230408181522023170,0000000006,9
20230408181522030862,0000000007,9
20230408181522038554,0000000008,2
20230408181522046247,0000000009,7
20230408181522053939,0000000010,12
20230408181522061631,0000000011,7
20230408181522069324,0000000012,2
20230408181522077016,0000000013,2
20230408181522084708,0000000014,19
20230408181522092400,0000000015,48
20230408181522100093,0000000016,67
20230408181522107785,0000000017,67
20230408181522115477,0000000018,60
20230408181522123170,0000000019,43
20230408181522130862,0000000020,26
20230408181522138554,0000000021,26
20230408181522146247,0000000022,29
20230408181522153939,0000000023,24
20230408181522161631,0000000024,21
20230408181522169324,0000000025,21
20230408181522177016,0000000026,19
20230408181522184708,0000000027,9
20230408181522192400,0000000028,9
20230408181522200093,0000000029,14
20230408181522207785,0000000030,14
20230408181522215477,0000000031,65
20230408181522223170,0000000032,360
20230408181522230862,0000000033,917
20230408181522238554,0000000034,1179
20230408181522246247,0000000035,663
20230408181522253939,0000000036,-62
20230408181522261631,0000000037,-210
20230408181522269324,0000000038,-46
20230408181522277016,0000000039,-70
20230408181522284708,0000000040,-145
20230408181522292400,0000000041,-113
20230408181522300093,0000000042,-94
20230408181522307785,0000000043,-116
20230408181522315477,0000000044,-113
20230408181522323170,0000000045,-99
20230408181522330862,0000000046,-96
20230408181522338554,0000000047,-99
20230408181522346247,0000000048,-89
20230408181522353939,0000000049,-84
20230408181522361631,0000000050,-89
20230408181522369324,0000000051,-87
20230408181522377016,0000000052,-67
20230408181522384708,0000000053,-48
20230408181522392400,0000000054,-36
20230408181522400093,0000000055,-16
20230408181522407785,0000000056,9
20230408181522415477,0000000057,38
20230408181522423170,0000000058,67
20230408181522430862,0000000059,89
20230408181522438554,0000000060,92
20230408181522446247,0000000061,99
20230408181522453939,0000000062,111
20230408181522461631,0000000063,108
20230408181522469324,0000000064,75
20230408181522477016,0000000065,21
20230408181522484708,0000000066,-43
20230408181522492400,0000000067,-111
20230408181522500093,0000000068,-154
20230408181522507785,0000000069,-188
20230408181522515477,0000000070,-230
20230408181522523170,0000000071,-244
20230408181522530862,0000000072,-239
20230408181522707371,0000000073,-244
20230408181522715063,0000000074,-249
20230408181522722755,0000000075,-239
20230408181522730448,0000000076,-234
20230408181522738140,0000000077,-239
20230408181522745832,0000000078,-237
20230408181522753525,0000000079,-230
20230408181522761217,0000000080,-227
20230408181522768909,0000000081,-230
20230408181522776602,0000000082,-227
20230408181522784294,0000000083,-225
20230408181522791986,0000000084,-227
20230408181522799679,0000000085,-227
20230408181522807371,0000000086,-217
20230408181522815063,0000000087,-208
20230408181522822755,0000000088,-208
20230408181522830448,0000000089,-215
20230408181522838140,0000000090,-220
20230408181522845832,0000000091,-210
20230408181522853525,0000000092,-198
20230408181522861217,0000000093,-193
20230408181522868909,0000000094,-203
20230408181522876602,0000000095,-215
20230408181522884294,0000000096,-210
20230408181522891986,0000000097,-200
20230408181522899679,0000000098,-198
20230408181522907371,0000000099,-196
20230408181522915063,0000000100,-196
20230408181522922755,0000000101,-193
20230408181522930448,0000000102,-193
20230408181522938140,0000000103,-191
20230408181522945832,0000000104,-193
20230408181522953525,0000000105,-193
20230408181522961217,0000000106,-184
20230408181522968909,0000000107,-164
20230408181522976602,0000000108,-169
20230408181522984294,0000000109,-188
20230408181522991986,0000000110,-169
20230408181522999679,0000000111,-125
20230408181523007371,0000000112,-116
20230408181523015063,0000000113,-138
20230408181523022755,0000000114,-145
20230408181523030448,0000000115,-150
20230408181523038140,0000000116,-162
20230408181523045832,0000000117,-169
20230408181523053525,0000000118,-179
20230408181523061217,0000000119,-184
20230408181523068909,0000000120,-171
20230408181523076602,0000000121,-157
20230408181523084294,0000000122,-154
20230408181523091986,0000000123,-154
20230408181523099679,0000000124,-157
20230408181523107371,0000000125,-164
20230408181523115063,0000000126,-164
20230408181523122755,0000000127,-12
20230408181523130448,0000000128,464
20230408181523138140,0000000129,992
20230408181523145832,0000000130,883
20230408181523153525,0000000131,123
20230408181523161217,0000000132,-375
20230408181523168909,0000000133,-292
20230408181523176602,0000000134,-193
20230408181523184294,0000000135,-266
20230408181523191986,0000000136,-276
20230408181523199679,0000000137,-242
20230408181523207371,0000000138,-246
20230408181523215063,0000000139,-246
20230408181523222755,0000000140,-232
20230408181523230448,0000000141,-230
20230408181523238140,0000000142,-222
20230408181523245832,0000000143,-198
20230408181523253525,0000000144,-174
20230408181523261217,0000000145,-164
20230408181523148817,0000000146,-162
20230408181523156509,0000000147,-150
20230408181523164201,0000000148,-130
20230408181523171894,0000000149,-101
20230408181523179586,0000000150,-75
20230408181523187278,0000000151,-48
20230408181523194971,0000000152,-16
20230408181523202663,0000000153,16
20230408181523210355,0000000154,58
20230408181523218048,0000000155,92
20230408181523225740,0000000156,106
20230408181523233432,0000000157,113
20230408181523241125,0000000158,116
20230408181523248817,0000000159,96
20230408181523256509,0000000160,65
20230408181523264201,0000000161,16
20230408181523271894,0000000162,-60
20230408181523279586,0000000163,-138
20230408181523287278,0000000164,-181
20230408181523294971,0000000165,-205
20230408181523302663,0000000166,-239
20230408181523310355,0000000167,-256
20230408181523318048,0000000168,-249
20230408181523325740,0000000169,-254
20230408181523333432,0000000170,-259
20230408181523341125,0000000171,-254
20230408181523348817,0000000172,-259
20230408181523356509,0000000173,-266
20230408181523364201,0000000174,-256
20230408181523371894,0000000175,-242
20230408181523379586,0000000176,-234
20230408181523387278,0000000177,-237
20230408181523394971,0000000178,-242
20230408181523402663,0000000179,-239
20230408181523410355,0000000180,-230
20230408181523418048,0000000181,-222
20230408181523425740,0000000182,-215
20230408181523433432,0000000183,-213
20230408181523441125,0000000184,-203
20230408181523448817,0000000185,-188
20230408181523456509,0000000186,-203
20230408181523464201,0000000187,-213
20230408181523471894,0000000188,-200
20230408181523479586,0000000189,-198
20230408181523487278,0000000190,-217
20230408181523494971,0000000191,-227
20230408181523502663,0000000192,-215
20230408181523510355,0000000193,-198
20230408181523518048,0000000194,-196
20230408181523525740,0000000195,-191
20230408181523533432,0000000196,-191
20230408181523541125,0000000197,-203
20230408181523548817,0000000198,-196
20230408181523556509,0000000199,-150
20230408181523564201,0000000200,-123
20230408181523571894,0000000201,-133
20230408181523579586,0000000202,-138
20230408181523587278,0000000203,-154
20230408181523594971,0000000204,-181
20230408181523602663,0000000205,-171
20230408181523610355,0000000206,-147
20230408181523618048,0000000207,-154
20230408181523625740,0000000208,-169
20230408181523633432,0000000209,-157
20230408181523641125,0000000210,-147
20230408181523648817,0000000211,-150
20230408181523656509,0000000212,-147
20230408181523664201,0000000213,-142
20230408181523671894,0000000214,-150
20230408181523679586,0000000215,-72
20230408181523687278,0000000216,297
20230408181523694971,0000000217,852
20230408181523702663,0000000218,939
20230408181523683884,0000000219,309
20230408181523691576,0000000220,-276
20230408181523699268,0000000221,-290
20230408181523706961,0000000222,-171
20230408181523714653,0000000223,-210
20230408181523722345,0000000224,-217
20230408181523730038,0000000225,-184
20230408181523737730,0000000226,-186
20230408181523745422,0000000227,-186
20230408181523753115,0000000228,-174
20230408181523760807,0000000229,-164
20230408181523768499,0000000230,-152
20230408181523776192,0000000231,-145
20230408181523783884,0000000232,-142
20230408181523791576,0000000233,-128
20230408181523799268,0000000234,-113
20230408181523806961,0000000235,-108
20230408181523814653,0000000236,-94
20230408181523822345,0000000237,-67
20230408181523830038,0000000238,-43
20230408181523837730,0000000239,-14
20230408181523845422,0000000240,26
20230408181523853115,0000000241,53
20230408181523860807,0000000242,72
20230408181523868499,0000000243,106
20230408181523876192,0000000244,135
