20230429102909831240,0000000000,-4946,1008,15121,-322152,0
20230429102909849522,0000000001,-4945,1101,15197,-322104,0
20230429102909867803,0000000002,-4971,1023,15090,-322130,0
20230429102909886085,0000000003,-5190,846,14999,-322130,0
20230429102909904366,0000000004,-5379,533,14693,-322135,0
20230429102909922648,0000000005,-5714,191,14318,-322173,0
20230429102909940929,0000000006,-6033,-180,13974,-322130,0
20230429102909959211,0000000007,-6344,-442,13680,-322120,0
20230429102909977492,0000000008,-6569,-727,13426,-322112,0
20230429102909995774,0000000009,-6803,-972,13218,-322050,0
20230429102910014055,0000000010,-7046,-1174,13008,-322135,0
20230429102910032337,0000000011,-7281,-1392,12798,-322149,0
20230429102910050618,0000000012,-7344,-1536,12716,-322114,0
20230429102910068900,0000000013,-7420,-1582,12594,-322075,0
20230429102910087182,0000000014,-7559,-1773,12540,-322114,0
20230429102910105463,0000000015,-7625,-1874,12464,-322076,0
20230429102910123745,0000000016,-7629,-1920,12380,-322063,0
20230429102910142026,0000000017,-7724,-1987,12349,-322131,0
20230429102910160308,0000000018,-7705,-1982,12405,-322068,0
20230429102910178589,0000000019,-7722,-1979,12241,-322078,0
20230429102910196871,0000000020,-7800,-2062,12241,-322055,0
20230429102910215152,0000000021,-7811,-2092,12173,-322101,0
20230429102910233434,0000000022,-7860,-2172,12080,-322071,0
20230429102910251715,0000000023,-7971,-2252,12105,-322085,0
20230429102910269997,0000000024,-8044,-2264,12015,-322078,0
20230429102910288278,0000000025,-8013,-2297,11991,-322103,0
20230429102910306560,0000000026,-8053,-2330,11961,-322105,0
20230429102910324842,0000000027,-8035,-2308,12009,-322092,0
20230429102910343123,0000000028,-7989,-2225,11986,-322114,0
20230429102910361405,0000000029,-7948,-2194,12077,-322091,0
20230429102910379686,0000000030,-7852,-2076,12116,-322057,0
20230429102910397968,0000000031,-7831,-2065,12196,-322112,0
20230429102910416249,0000000032,-7802,-1988,12350,-322162,0
20230429102910434531,0000000033,-7712,-1898,12396,-322068,0
20230429102910452812,0000000034,-7603,-1812,12499,-322079,0
20230429102910471094,0000000035,-7550,-1745,12593,-322122,0
20230429102910489375,0000000036,-7423,-1648,12697,-322112,0
20230429102910507657,0000000037,-7279,-1574,12733,-322099,0
20230429102910525938,0000000038,-7196,-1371,12933,-322092,0
20230429102910544220,0000000039,-7129,-1289,12987,-322131,0
20230429102910562501,0000000040,-7002,-1206,13111,-322061,0
