20230507095721171313,0000000000,-1738,0
20230507095721179005,0000000001,-1748,0
20230507095721186697,0000000002,-1750,0
20230507095721194390,0000000003,-1778,0
20230507095721202082,0000000004,-1818,0
20230507095721209774,0000000005,-1832,0
20230507095721217467,0000000006,-1858,0
20230507095721225159,0000000007,-1877,0
20230507095721232851,0000000008,-1882,0
20230507095721240544,0000000009,-1915,0
20230507095721248236,0000000010,-1922,0
20230507095721255928,0000000011,-1814,0
20230507095721263621,0000000012,-1585,0
20230507095721271313,0000000013,-1267,0
20230507095721279005,0000000014,-958,0
20230507095721286697,0000000015,-883,0
20230507095721294390,0000000016,-1064,0
20230507095721302082,0000000017,-1234,0
20230507095721309774,0000000018,-1309,0
20230507095721317467,0000000019,-1274,0
20230507095721325159,0000000020,-1227,0
20230507095721332851,0000000021,-1781,0
20230507095721340544,0000000022,-2739,0
20230507095721348236,0000000023,-2928,0
20230507095721355928,0000000024,-2480,0
20230507095721363621,0000000025,-2374,0
20230507095721371313,0000000026,-2556,0
20230507095721379005,0000000027,-2626,0
20230507095721386697,0000000028,-2711,0
20230507095721394390,0000000029,-2857,0
20230507095721402082,0000000030,-2928,0
20230507095721409774,0000000031,-2952,0
20230507095721417467,0000000032,-2994,0
20230507095721425159,0000000033,-3036,0
20230507095721432851,0000000034,-3074,0
20230507095721440544,0000000035,-3109,0
20230507095721448236,0000000036,-3149,0
20230507095721455928,0000000037,-3204,0
20230507095721463621,0000000038,-3253,0
20230507095721471313,0000000039,-3277,0
20230507095721479005,0000000040,-3291,0
20230507095721486697,0000000041,-3319,0
20230507095721494390,0000000042,-3324,0
20230507095721502082,0000000043,-3312,0
20230507095721509774,0000000044,-3305,0
20230507095721517467,0000000045,-3263,0
20230507095721525159,0000000046,-3230,0
20230507095721532851,0000000047,-3237,0
20230507095721540544,0000000048,-3218,0
20230507095721548236,0000000049,-3197,0
20230507095721555928,0000000050,-3194,0
20230507095721563621,0000000051,-3187,0
20230507095721571313,0000000052,-3213,0
20230507095721579005,0000000053,-3265,0
20230507095721586697,0000000054,-3317,0
20230507095721594390,0000000055,-3364,0
20230507095721602082,0000000056,-3394,0
20230507095721609774,0000000057,-3397,0
20230507095721617467,0000000058,-3392,0
20230507095721625159,0000000059,-3392,0
20230507095721632851,0000000060,-3361,0
20230507095721640544,0000000061,-3321,0
