20230507101420751960,0000000000,-170458,-229998,-231373,-507067,0
20230507101420770242,0000000001,-170573,-229972,-231447,-507037,0
20230507101420788523,0000000002,-170612,-230056,-231605,-507059,0
20230507101420806805,0000000003,-170598,-230052,-231619,-507064,0
20230507101420825086,0000000004,-170595,-230056,-231614,-507053,0
20230507101420843368,0000000005,-170721,-230210,-231851,-507081,0
20230507101420861649,0000000006,-170878,-230242,-232108,-507069,0
20230507101420879931,0000000007,-170995,-230421,-232408,-507054,0
20230507101420898212,0000000008,-171081,-230513,-232609,-507042,0
20230507101420916494,0000000009,-171228,-230614,-232825,-507073,0
20230507101420934775,0000000010,-171206,-230578,-233005,-507050,0
20230507101420953057,0000000011,-171310,-230700,-233133,-507022,0
20230507101420971339,0000000012,-171346,-230714,-233181,-507067,0
20230507101420989620,0000000013,-171333,-230707,-233216,-507029,0
20230507101421007902,0000000014,-171334,-230768,-233156,-507029,0
20230507101421026183,0000000015,-171356,-230728,-233148,-507066,0
20230507101421044465,0000000016,-171301,-230730,-233068,-506975,0
20230507101421062746,0000000017,-171323,-230748,-233039,-506983,0
20230507101421081028,0000000018,-171344,-230782,-233127,-507054,0
20230507101421099309,0000000019,-171251,-230685,-233033,-507037,0
20230507101421117591,0000000020,-171340,-230674,-233100,-507042,0
20230507101421135872,0000000021,-171277,-230702,-232980,-506957,0
20230507101421154154,0000000022,-171310,-230708,-232958,-507042,0
20230507101421172435,0000000023,-171278,-230641,-232962,-507061,0
20230507101421190717,0000000024,-171234,-230639,-232925,-507046,0
20230507101421208999,0000000025,-171202,-230608,-232918,-507029,0
20230507101421227280,0000000026,-171093,-230547,-232833,-507012,0
20230507101421245562,0000000027,-171062,-230418,-232659,-507044,0
20230507101421263843,0000000028,-170983,-230424,-232515,-507052,0
20230507101421282125,0000000029,-170898,-230404,-232425,-507079,0
20230507101421300406,0000000030,-170863,-230364,-232191,-507064,0
20230507101421318688,0000000031,-170910,-230320,-232244,-507051,0
20230507101421336969,0000000032,-170909,-230316,-232331,-507038,0
20230507101421355251,0000000033,-170928,-230310,-232432,-506982,0
20230507101421373532,0000000034,-170959,-230335,-232501,-507029,0
20230507101421391814,0000000035,-171009,-230462,-232692,-507052,0
20230507101421410095,0000000036,-171052,-230430,-232650,-507004,0
20230507101421428377,0000000037,-171035,-230375,-232647,-507040,0
20230507101421446658,0000000038,-171023,-230411,-232501,-506994,0
20230507101421464940,0000000039,-171231,-230586,-232943,-507046,0
20230507101421481761,0000000040,-171512,-230854,-233509,-507088,0
20230507101421500043,0000000041,-171666,-230969,-233852,-507047,0
20230507101421518325,0000000042,-171764,-231101,-234185,-507091,0
20230507101421536606,0000000043,-171810,-231186,-234295,-507080,0
20230507101421554888,0000000044,-171747,-231187,-234232,-507067,0
20230507101421573169,0000000045,-171689,-231017,-233964,-507042,0
20230507101421591451,0000000046,-171655,-230972,-233777,-507063,0
20230507101421609732,0000000047,-171504,-230909,-233612,-507062,0
20230507101421628014,0000000048,-171449,-230882,-233624,-507056,0
20230507101421646295,0000000049,-171528,-230913,-233664,-507074,0
20230507101421664577,0000000050,-171604,-230961,-233721,-507059,0
20230507101421682858,0000000051,-171625,-230949,-233686,-507061,0
20230507101421701140,0000000052,-171609,-230963,-233644,-507044,0
20230507101421719421,0000000053,-171568,-230938,-233530,-507051,0
20230507101421737703,0000000054,-171493,-230860,-233405,-507044,0
20230507101421755984,0000000055,-171532,-230938,-233487,-507053,0
20230507101421774266,0000000056,-171487,-230917,-233378,-507047,0
20230507101421792548,0000000057,-171409,-230812,-233169,-507038,0
20230507101421810829,0000000058,-171324,-230764,-233057,-507068,0
20230507101421829111,0000000059,-171359,-230711,-232982,-507046,0
20230507101421847392,0000000060,-171337,-230727,-232883,-507025,0
20230507101421865674,0000000061,-171264,-230678,-232698,-507038,0
20230507101421883955,0000000062,-171176,-230583,-232493,-507045,0
20230507101421902237,0000000063,-171062,-230545,-232406,-507041,0
20230507101421920518,0000000064,-171062,-230558,-232250,-507005,0
20230507101421938800,0000000065,-171008,-230534,-232259,-507003,0
20230507101421957081,0000000066,-170950,-230468,-232186,-507068,0
20230507101421975363,0000000067,-170991,-230442,-232229,-507038,0
20230507101421993644,0000000068,-170973,-230426,-232275,-507038,0
20230507101422011926,0000000069,-170916,-230383,-232268,-506966,0
20230507101422030208,0000000070,-170961,-230444,-232218,-507083,0
20230507101422048489,0000000071,-170887,-230474,-232095,-507070,0
20230507101422066771,0000000072,-170860,-230453,-231993,-507092,0
20230507101422085052,0000000073,-170855,-230455,-231910,-507084,0
20230507101422103334,0000000074,-170830,-230356,-231828,-507024,0
20230507101422121615,0000000075,-170903,-230449,-231914,-507121,0
20230507101422139897,0000000076,-170878,-230378,-231935,-507034,0
20230507101422158178,0000000077,-170918,-230437,-231987,-507102,0
20230507101422176460,0000000078,-170879,-230344,-231926,-507063,0
20230507101422194741,0000000079,-170858,-230415,-231865,-507028,0
20230507101422213023,0000000080,-170833,-230368,-231780,-507038,0
20230507101422231304,0000000081,-170870,-230402,-231720,-507137,0
20230507101422249586,0000000082,-170785,-230359,-231715,-507078,0
20230507101422267867,0000000083,-170798,-230325,-231686,-507100,0
20230507101422286149,0000000084,-170829,-230371,-231674,-507072,0
20230507101422303032,0000000085,-170821,-230323,-231601,-507085,0
20230507101422321314,0000000086,-170751,-230290,-231581,-507100,0
20230507101422339595,0000000087,-170701,-230235,-231452,-507058,0
20230507101422357877,0000000088,-170767,-230289,-231537,-507164,0
20230507101422376158,0000000089,-170777,-230227,-231533,-507104,0
20230507101422394440,0000000090,-170799,-230346,-231582,-507019,0
20230507101422412721,0000000091,-170891,-230421,-231711,-507051,0
20230507101422431003,0000000092,-170868,-230380,-231734,-507047,0
20230507101422449284,0000000093,-170931,-230480,-231790,-507105,0
20230507101422467566,0000000094,-170894,-230452,-231736,-507089,0
20230507101422485847,0000000095,-170890,-230434,-231792,-507111,0
20230507101422504129,0000000096,-170945,-230432,-231785,-507098,0
20230507101422522410,0000000097,-170885,-230480,-231834,-507130,0
20230507101422540692,0000000098,-170875,-230433,-231736,-507071,0
20230507101422558974,0000000099,-170880,-230391,-231706,-507015,0
20230507101422577255,0000000100,-170819,-230404,-231672,-507013,0
20230507101422595537,0000000101,-170903,-230449,-231775,-507069,0
20230507101422613818,0000000102,-170909,-230439,-231738,-507084,0
20230507101422632100,0000000103,-170948,-230466,-231786,-507045,0
20230507101422650381,0000000104,-170924,-230466,-231780,-507040,0
20230507101422668663,0000000105,-170980,-230418,-231870,-507074,0
