20230507095758826420,0000000000,-106,0
20230507095758834112,0000000001,-99,0
20230507095758841804,0000000002,-94,0
20230507095758849497,0000000003,-94,0
20230507095758857189,0000000004,-84,0
20230507095758864881,0000000005,-60,0
20230507095758872574,0000000006,-45,0
20230507095758880266,0000000007,-55,0
20230507095758887958,0000000008,-77,0
20230507095758895651,0000000009,-87,0
20230507095758903343,0000000010,-91,0
20230507095758911035,0000000011,-99,0
20230507095758918728,0000000012,-108,0
20230507095758926420,0000000013,-108,0
20230507095758934112,0000000014,-108,0
20230507095758941804,0000000015,-111,0
20230507095758949497,0000000016,-103,0
20230507095758957189,0000000017,-99,0
20230507095758964881,0000000018,-99,0
20230507095758972574,0000000019,-94,0
20230507095758980266,0000000020,-99,0
20230507095758987958,0000000021,-89,0
20230507095758995651,0000000022,82,0
20230507095759003343,0000000023,493,0
20230507095759011035,0000000024,679,0
20230507095759018728,0000000025,72,0
20230507095759026420,0000000026,-829,0
20230507095759034112,0000000027,-1027,0
20230507095759041804,0000000028,-584,0
20230507095759049497,0000000029,-261,0
20230507095759057189,0000000030,-174,0
20230507095759064881,0000000031,-65,0
20230507095759072574,0000000032,16,0
20230507095759080266,0000000033,0,0
20230507095759087958,0000000034,-9,0
20230507095759095651,0000000035,12,0
20230507095759103343,0000000036,14,0
20230507095759111035,0000000037,7,0
20230507095759118728,0000000038,9,0
20230507095759126420,0000000039,12,0
20230507095759134112,0000000040,12,0
20230507095759141804,0000000041,14,0
20230507095759149497,0000000042,24,0
20230507095759157189,0000000043,31,0
20230507095759164881,0000000044,31,0
20230507095759172574,0000000045,38,0
20230507095759180266,0000000046,58,0
20230507095759187958,0000000047,77,0
20230507095759195651,0000000048,94,0
20230507095759203343,0000000049,118,0
20230507095759211035,0000000050,137,0
20230507095759218728,0000000051,145,0
20230507095759226420,0000000052,147,0
20230507095759234112,0000000053,137,0
20230507095759241804,0000000054,125,0
20230507095759249497,0000000055,111,0
20230507095759257189,0000000056,77,0
20230507095759264881,0000000057,19,0
20230507095759272574,0000000058,-43,0
20230507095759280266,0000000059,-89,0
20230507095759287958,0000000060,-118,0
20230507095759295651,0000000061,-137,0
20230507095759303343,0000000062,-147,0
20230507095759311035,0000000063,-147,0
20230507095759318728,0000000064,-137,0
20230507095759326420,0000000065,-137,0
20230507095759334112,0000000066,-132,0
20230507095759341804,0000000067,-123,0
20230507095759349497,0000000068,-123,0
20230507095759357189,0000000069,-123,0
20230507095759364881,0000000070,-113,0
20230507095759372574,0000000071,-106,0
20230507095759380266,0000000072,-103,0
20230507095759388292,0000000073,-96,0
20230507095759395984,0000000074,-87,0
20230507095759403676,0000000075,-82,0
20230507095759411369,0000000076,-77,0
20230507095759419061,0000000077,-72,0
20230507095759426753,0000000078,-70,0
20230507095759434446,0000000079,-65,0
20230507095759442138,0000000080,-67,0
20230507095759449830,0000000081,-67,0
20230507095759457523,0000000082,-65,0
20230507095759465215,0000000083,-65,0
20230507095759472907,0000000084,-72,0
20230507095759480600,0000000085,-72,0
20230507095759488292,0000000086,-67,0
20230507095759495984,0000000087,-67,0
20230507095759503676,0000000088,-70,0
20230507095759511369,0000000089,-70,0
20230507095759519061,0000000090,-72,0
20230507095759526753,0000000091,-77,0
20230507095759534446,0000000092,-77,0
20230507095759542138,0000000093,-77,0
20230507095759549830,0000000094,-77,0
20230507095759557523,0000000095,-74,0
20230507095759565215,0000000096,-74,0
20230507095759572907,0000000097,-77,0
20230507095759580600,0000000098,-77,0
20230507095759588292,0000000099,-70,0
20230507095759595984,0000000100,-50,0
20230507095759603676,0000000101,-24,0
20230507095759611369,0000000102,-21,0
20230507095759619061,0000000103,-36,0
20230507095759626753,0000000104,-50,0
20230507095759634446,0000000105,-55,0
20230507095759642138,0000000106,-60,0
20230507095759649830,0000000107,-67,0
20230507095759657523,0000000108,-74,0
20230507095759665215,0000000109,-79,0
20230507095759672907,0000000110,-84,0
20230507095759680600,0000000111,-79,0
20230507095759688292,0000000112,-72,0
20230507095759695984,0000000113,-70,0
20230507095759703676,0000000114,-70,0
20230507095759711369,0000000115,-70,0
20230507095759719061,0000000116,-77,0
20230507095759726753,0000000117,-43,0
20230507095759734446,0000000118,200,0
20230507095759742138,0000000119,652,0
20230507095759749830,0000000120,722,0
20230507095759757523,0000000121,-41,0
20230507095759765215,0000000122,-916,0
20230507095759772907,0000000123,-952,0
20230507095759780600,0000000124,-447,0
20230507095759788292,0000000125,-178,0
20230507095759795984,0000000126,-116,0
20230507095759803676,0000000127,-7,0
20230507095759811369,0000000128,38,0
20230507095759819061,0000000129,9,0
20230507095759826753,0000000130,19,0
20230507095759834446,0000000131,36,0
20230507095759842138,0000000132,31,0
20230507095759849830,0000000133,29,0
20230507095759857523,0000000134,31,0
20230507095759865215,0000000135,31,0
20230507095759872907,0000000136,33,0
20230507095759880600,0000000137,41,0
20230507095759888292,0000000138,45,0
20230507095759895984,0000000139,53,0
20230507095759903676,0000000140,65,0
20230507095759911369,0000000141,74,0
20230507095759919061,0000000142,87,0
20230507095759926753,0000000143,106,0
20230507095759934446,0000000144,130,0
20230507095759942138,0000000145,149,0
20230507095759950179,0000000146,166,0
20230507095759957871,0000000147,178,0
20230507095759965563,0000000148,178,0
20230507095759973256,0000000149,174,0
20230507095759980948,0000000150,166,0
20230507095759988640,0000000151,154,0
20230507095759996333,0000000152,123,0
20230507095800004025,0000000153,70,0
20230507095800011717,0000000154,7,0
20230507095800019410,0000000155,-48,0
20230507095800027102,0000000156,-79,0
20230507095800034794,0000000157,-96,0
20230507095800042487,0000000158,-113,0
20230507095800050179,0000000159,-120,0
20230507095800057871,0000000160,-120,0
20230507095800065563,0000000161,-118,0
20230507095800073256,0000000162,-111,0
20230507095800080948,0000000163,-103,0
20230507095800088640,0000000164,-99,0
20230507095800096333,0000000165,-94,0
20230507095800104025,0000000166,-89,0
20230507095800111717,0000000167,-87,0
20230507095800119410,0000000168,-79,0
20230507095800127102,0000000169,-72,0
20230507095800134794,0000000170,-70,0
20230507095800142487,0000000171,-67,0
20230507095800150179,0000000172,-65,0
20230507095800157871,0000000173,-65,0
20230507095800165563,0000000174,-67,0
20230507095800173256,0000000175,-70,0
20230507095800180948,0000000176,-67,0
20230507095800188640,0000000177,-67,0
20230507095800196333,0000000178,-67,0
20230507095800204025,0000000179,-67,0
20230507095800211717,0000000180,-70,0
20230507095800219410,0000000181,-67,0
20230507095800227102,0000000182,-65,0
20230507095800234794,0000000183,-65,0
20230507095800242487,0000000184,-65,0
20230507095800250179,0000000185,-62,0
20230507095800257871,0000000186,-62,0
20230507095800265563,0000000187,-60,0
20230507095800273256,0000000188,-58,0
20230507095800280948,0000000189,-60,0
20230507095800288640,0000000190,-62,0
20230507095800296333,0000000191,-62,0
20230507095800304025,0000000192,-60,0
20230507095800311717,0000000193,-60,0
20230507095800319410,0000000194,-58,0
20230507095800327102,0000000195,-55,0
20230507095800334794,0000000196,-53,0
20230507095800342487,0000000197,-53,0
20230507095800350179,0000000198,-53,0
20230507095800357871,0000000199,-50,0
20230507095800365563,0000000200,-45,0
20230507095800373256,0000000201,-48,0
20230507095800380948,0000000202,-41,0
20230507095800388640,0000000203,-16,0
20230507095800396333,0000000204,2,0
20230507095800404025,0000000205,-2,0
20230507095800411717,0000000206,-16,0
20230507095800419410,0000000207,-26,0
20230507095800427102,0000000208,-31,0
20230507095800434794,0000000209,-38,0
20230507095800442487,0000000210,-50,0
20230507095800450179,0000000211,-58,0
20230507095800457871,0000000212,-53,0
20230507095800465563,0000000213,-50,0
20230507095800473256,0000000214,-53,0
20230507095800480948,0000000215,-50,0
20230507095800488640,0000000216,-45,0
20230507095800496333,0000000217,-43,0
20230507095800504025,0000000218,-48,0
20230507095800512066,0000000219,-45,0
20230507095800519758,0000000220,33,0
20230507095800527450,0000000221,348,0
20230507095800535143,0000000222,727,0
20230507095800542835,0000000223,517,0
