20230507095758833649,0000000000,-81900,-27645,21849,-505098,0
20230507095758851931,0000000001,-82012,-27905,21559,-505024,0
20230507095758870212,0000000002,-82314,-28174,21206,-505019,0
20230507095758888494,0000000003,-82539,-28419,20955,-505031,0
20230507095758906775,0000000004,-82676,-28478,20800,-504959,0
20230507095758925057,0000000005,-82745,-28697,20615,-505041,0
20230507095758943338,0000000006,-82848,-28690,20638,-504991,0
20230507095758961620,0000000007,-82969,-28860,20519,-505107,0
20230507095758979901,0000000008,-83042,-28925,20499,-505090,0
20230507095758998183,0000000009,-83126,-28980,20391,-505104,0
20230507095759016465,0000000010,-83180,-29011,20301,-505068,0
20230507095759034746,0000000011,-83263,-29057,20225,-505074,0
20230507095759053028,0000000012,-83274,-29129,20234,-505100,0
20230507095759071309,0000000013,-83261,-29135,20109,-505131,0
20230507095759089591,0000000014,-83287,-29140,20225,-505067,0
20230507095759107872,0000000015,-83274,-29068,20264,-505032,0
20230507095759126154,0000000016,-83229,-29007,20361,-505033,0
20230507095759144435,0000000017,-83161,-28938,20413,-505031,0
20230507095759162717,0000000018,-83160,-28919,20523,-505025,0
20230507095759180998,0000000019,-83077,-28808,20643,-505104,0
20230507095759199280,0000000020,-82996,-28681,20754,-505049,0
20230507095759217561,0000000021,-82878,-28518,20896,-505098,0
20230507095759235843,0000000022,-82882,-28426,21031,-505106,0
20230507095759254125,0000000023,-82748,-28264,21178,-505085,0
20230507095759272406,0000000024,-82718,-28145,21326,-505081,0
20230507095759290688,0000000025,-82563,-28062,21490,-505126,0
20230507095759308969,0000000026,-82454,-27896,21652,-505132,0
20230507095759327251,0000000027,-82360,-27685,21933,-505114,0
20230507095759345532,0000000028,-82208,-27490,22173,-505057,0
20230507095759363814,0000000029,-82167,-27391,22252,-505063,0
20230507095759382095,0000000030,-82220,-27582,22165,-505102,0
20230507095759400377,0000000031,-82519,-27973,21725,-505170,0
20230507095759418658,0000000032,-82835,-28531,21219,-505117,0
20230507095759436940,0000000033,-83182,-29012,20717,-505132,0
20230507095759455221,0000000034,-83530,-29373,20334,-505083,0
20230507095759473503,0000000035,-83810,-29709,19966,-505110,0
20230507095759491784,0000000036,-84002,-30010,19612,-505073,0
20230507095759510066,0000000037,-84267,-30308,19275,-505075,0
20230507095759525255,0000000038,-84509,-30478,18978,-505033,0
20230507095759543536,0000000039,-84758,-30808,18650,-505131,0
20230507095759561818,0000000040,-84993,-30998,18357,-505108,0
